机型,制造序列号,机号,参考类型,指令类型,件号,序号,章节号,非计划,故障确认,拆换原因,安装日期,部件装上飞行小时数,部件装上飞行循环数,部件装上使用小时数,部件装上使用循环数,拆换日期,部件拆下飞行小时数,部件拆下飞行循环数,部件拆下使用小时数,部件拆下使用循环数,故障描述,部件本次装机使用小时,故障处理,部件本次装机使用循环,装上件号,装上序号,最近送修公司,CY TSN,FH TSN,送修至拆下时间/FH,送修至拆下时间/CY,件号描述,DEF#,TLB号
73N,73N00154,5060    ,DE    ,CC    ,541674-4                ,9716            ,21    ,X,X,FAIL  ,2005-05-25,19475:02,11084,8003:46,4639,2010-01-22,35138:08,22994,23666:52,16549,机组报告右冲压空气灯在空中间隙性亮. 袁彬CREW REPORT R RAM AIR ACTUATOR LIGHT IN FLIGHT COME ON.,15663:06,"  航后依据AMM21-51-21更换右冲压空气作动器,并完成测试正常. 袁彬AF REFER TO AMM21-51-21 REPLACE R RAM AIR ACTUATOR TEST IS OK.挂签号:9012271",11910,541674-4                ,75-6464         ,HONEYWELL,37507,59921.21,15663:06,11910,(AOG)ACTUATOR-EXHAUST                                       ,864943,62012095
73N,73N00163,5061    ,DE    ,CC    ,541674-4                ,10946           ,21    ,X,X,FAIL  ,2010-08-04,35516:11,24725,16500:24,8597,2010-09-02,35827:49,24968,16812:02,8840,航后检查发现右侧冲压进气门电气线性作动筒失效.孙晓瑞AF check and find the R/H ram air actuator is fail,311:38,"   航后依据AMM21-51更换右侧线性电气作动筒,操作测试符合手册要求.挂签号:0012287.孙晓瑞AF refer to AMM21-51 replace the R/H ram air actuator andoperation test ,the result is with the manual demand TAG0012287",243,541674-4                ,11581           ,重庆鹏华,20078,37972.33,311:38,243,(AOG)ACTUATOR-EXHAUST                                       ,1027805,62015758
73N,73N00260,5092    ,DE    ,CC    ,541674-4                ,19-7970         ,21    ,X,X,FAIL  ,2010-08-02,29253:59,22285,34709:56,22554,2010-08-22,29470:38,22435,34926:35,22704,机组反映右冲压门在空中保持在地面的开位.张连权the crew repair the right ram air light door keep in Position,216:39,"  航后依据AMM21-51更换右冲压活门作动器,测试正常.张连权AF refer to AMM21-51 replace the right rem air in let actuator testis ok TAG:0013142",150,541674-4                ,125-6561        ,武汉航达,46554,66745.36,216:39,150,(AOG)ACTUATOR-EXHAUST                                       ,1019125,62016649
73N,73N00163,5061    ,DE    ,CC    ,541674-4                ,8513            ,21    ,X,X,FAIL  ,2005-10-02,19483:56,11644,00:00,0,2010-10-31,36443:12,25461,16959:16,13817,,16959:16,    为排除左组件冲压空气门间歇性故障，航后依据AMM21-51-21更换左冲压空气门作动器，测试正常。挂签号：0015565 李彦臻 for troubleshooting of theleft ram air inlet door actuator intermission fault AF refer toAMM21-51-21 replace the left ram air inlet door actuator and test okTAG:0015565,13817,541674-4                ,9582            ,武汉航达,35117,54551.05,, ,(AOG)ACTUATOR-EXHAUST                                       ,1072478,62016790
73N,73N00260,5092    ,DE    ,CC    ,541674-4                ,95-3126         ,21    ,X,X,FAIL  ,2009-08-19,25868:34,19881,36223:54,20463,2010-08-02,29253:59,22285,39609:19,22867,右空调冲压进气门全开灯间歇性明亮（余龙章） The RAM door full openlight of R/H aircondition in intermittent bright,3385:25,  航后依据AMM21-51更换右空调冲压进气门作动筒，测试正常（余龙章） AFrefer to AMM21-51 replace the actuator of R/H aircondition RAM doortest ok P/N:541674-4,2404,541674-4                ,19-7970         ,上海航新,34874,60423.26,7360:26,5665,(AOG)ACTUATOR-EXHAUST                                       ,1003989,62017364
73N,73N01273,5248    ,DE    ,CC    ,541674-4                ,9956            ,21    ,X,X,FAIL  ,2003-01-25,00:00,0,00:00,0,2011-04-04,30282:27,17127,30282:27,17127,,30282:27,"  航后依据AMM21-51更换右冲压活门作动筒,测试正常,撤除DD201102972AF refer to AMM21-51 replace the R/H RAM DOOR actuator test is okclose the DD201102972(王鲁杰)",17127,541674-4                ,101-5486        ,,20171,26290.06,, ,(AOG)ACTUATOR-EXHAUST                                       ,1205068,62017606
73N,73N00163,5061    ,DE    ,CC    ,541674-4                ,108-7735        ,21    ,X,X,FAIL  ,2010-06-28,35110:52,24429,28107:54,20941,2010-08-04,35516:11,24725,28513:13,21237,航后检查发现右侧冲压器作动筒不工作。高国华 AF check and find theright ram inlet door failed.,405:19,  航后依据AMM21-52-00更换右侧冲压进气门作动器，并测试工作正常。高国华AF REPLACED THE actuator of ram air inlet door refer the AMM21-52-00test is ok.TAG:9015007,296,541674-4                ,10946           ,上海航新,27054,42306.59,8187:25,4404,(AOG)ACTUATOR-EXHAUST                                       ,1005295,62017744
73N,73N01291,5249    ,DE    ,CC    ,541674-4                ,9750            ,21    ,X,X,FAIL  ,2009-01-03,21837:28,10833,20493:24,9984,2010-09-30,28003:47,15361,26659:43,14512,航后检查发现左侧冲压空气门在关位。宋万江AF check and found the left ram air door was closed,6166:19,   航后依据AMM21-52检查发现冲压空气作动筒损坏，更换该作动筒后测试工作正常，挂签号：0012231。宋万江AF check and found the actuator was failed replace the actuator andthe test was ok TAG:0012231,4528,541674-4                ,10946           ,武汉航达,27054,42306.59,6166:19,4528,(AOG)ACTUATOR-EXHAUST                                       ,1049527,62018089
73N,73N01291,5249    ,DE    ,CC    ,541674-4                ,107-7183        ,21    ,X,X,FAIL  ,2009-11-02,24794:03,12932,48977:43,26199,2010-12-28,28911:25,16055,53095:05,29322,,4117:22,"    航后依据AMM51-21更换右侧冲压近期活门作动器,测试正常,撤DD201008497并恢复飞机至正常状态(罗治发)AF refer to AMM51-21 to replaced R/H RAM door actutor test is normal,close DD20108497 and put the airplane to normal coditionTAG:0003172",3123,541674-4                ,13314           ,武汉航达,19852,27848.31,4117:22,3123,(AOG)ACTUATOR-EXHAUST                                       ,1118668,62020682
73N,73N00260,5092    ,DE    ,CC    ,541674-4                ,125-6561        ,21    ,X,X,FAIL  ,2010-08-22,29470:38,22435,47069:59,34619,2011-08-03,32954:02,24870,50553:23,37054,"右组件断开灯亮,冲压门全开灯亮(空中) R pack light on ram door all openlight on (in air) (资成顺)",3483:24,"      按MEL21-05将右冲压门锁在全开位,并完成相关M项(资成顺) refer toMEL21-05 and M item to RAM door all-open indition (R/H)见FLB62024188B see FLB62024188B航后依据AMM21-51更换右组件冲压空气门作动筒,测试故障依旧,由于停场时间不足,办理DD201107115(杨涛) AF refer to AMM21-51 replace theactuator of the R pack ram door the fault is as of old due to shorttime make DD201107115  Tag:0000782",2435,541674-4                ,78-7672         ,海口维修室,31165,56177.41,3483:24,2435,(AOG)ACTUATOR-EXHAUST                                       ,1304691,62024188
73N,73N00260,5092    ,DE    ,CC    ,541674-4                ,78-7672         ,21    ,X,X,FAIL  ,2011-08-03,32954:02,24870,35197:49,20177,2011-08-04,32963:49,24876,35207:36,20183,see FLB62024188 A,09:47, 航后参考AMM21-51-21更换右冲压门作动器测试正常.陈碧岳TAG :0000799AF refer to AMM21-51-21 replaced the R/H ram air mlet test is ok,6,541674-4                ,108-7735        ,重庆鹏华,25549,35510.17,09:47,6,(AOG)ACTUATOR-EXHAUST                                       ,1305594,62024195
73N,73N02265,5409    ,DE    ,CC    ,541674-4                ,12005           ,21    ,X,X,OBS   ,2007-05-03,00:00,0,00:00,0,2012-01-21,14735:10,7121,14735:10,7121,,14735:10,"   航后完成技术组下发工作,依据AMM21-51-21更换左侧空调冲压进气门作动器,办理观察,并完成测试正常.挂签号:0004177.杨涛AF refer to AMM21-51-21 replace the actuator of air inlet door ofleft pack make observe of part and test ok TAG:0004177",7121,541674-4                ,15-6374         ,,10429,19731.11,, ,(AOG)ACTUATOR-EXHAUST                                       ,1461505,62026523
73N,73N00230,5091    ,DE    ,CC    ,541674-4                ,103-6194        ,21    ,X,X,FAIL  ,2007-10-31,20326:18,16833,28483:58,14017,2012-02-25,35848:23,27370,44006:03,24554,航后机组反映右冲压进气门折流门挡板间歇性打不开.黄春盛 AF crew reportthe R ram air inlet door sometime not open,15522:05,"  航后依据AMM21-51更换冲压进气门作动筒,并测试正常,挂签号:8F0000372 AFrefer to AMM21-51 replace the R ram air inlet door actuator and testok TAG:8F0000372 黄春盛",10537,541674-4                ,103-6194        ,武汉航达,34490,63057.5,15522:05,10537,(AOG)ACTUATOR-EXHAUST                                       ,1497530,62026923
73N,73N02239,5407    ,DE    ,CC    ,541674-4                ,42-5773         ,21    ,X,X,FAIL  ,2011-10-28,14174:11,7180,65257:13,35924,2012-01-20,14945:09,7569,66028:11,36313,机组反映推出后右组件PACK灯亮.黄春盛 crew report the R PACK light on,770:58,"  航后依据AMM21-51更换右冲压进气门作动筒,并测试正常,挂签号:3000968 AFrefer to AMM21-51 replace the R ram actuator and test ok TAG:3000968黄春盛",389,541674-4                ,11581           ,重庆鹏华,20078,37972.33,770:58,389,(AOG)ACTUATOR-EXHAUST                                       ,1460496,62028373
73N,73N02400,5449    ,DE    ,CC    ,541674-4                ,108-7743        ,21    ,X,X,FAIL  ,2011-06-23,11550:13,5552,36621:48,20331,2012-03-02,13791:28,6732,38863:03,21511,,2241:15,"  航后完成DD201202509,更换左侧冲压进气门作动筒,测试正常,关闭DD201202509(关荣)AF replace the right actuator exhaust and closed the DD201202509",1180,541674-4                ,13157           ,重庆鹏华,7707,14590.48,2241:15,1180,(AOG)ACTUATOR-EXHAUST                                       ,1505412,62028647
73N,73N02400,5449    ,DE    ,CC    ,541674-4                ,13157           ,21    ,X,X,FAIL  ,2012-03-02,13791:28,6732,9145:57,4705,2012-03-10,13880:08,6780,9234:37,4753,,88:40,  航后依据AMM21-51-21更换左侧冲压进气做动筒测试正常。王思维AF refer to AMM21-51-21 replaced the left iam air actuator test is okTAG:3013411,48,541674-4                ,69-8094         ,HONEYWELL,33370,58703.19,88:40,48,(AOG)ACTUATOR-EXHAUST                                       ,1513875,62028666
73N,73N02239,5407    ,DE    ,CC    ,541674-4                ,12709           ,21    ,X,X,FAIL  ,2011-12-13,14587:33,7391,9982:02,5191,2012-02-15,15208:01,7691,10602:30,5491,,620:28,"        为排故左组件灯亮故障,航后自检ZTC无故障,检查冲压门机构正常,检查左组件TCV无漏气,参照WDM21-51-24检查ZTC到NO.2继电器组件,冲压作动器,冲压传感器自检的线路均正常,依据AMM21-51-21更换左组件冲压进气门作动器测试正常,并将拆下件办观察件(秦海龙)for troubleshooting AF ZTC bite and reinstall the actuator and testnormal refer to AMM21-51-21 ZTC bite no fault measure ETC to NO.2relay inleft actuator and ram air inleft sensor the result is normalrefer to WDM21-51-24TAG:0006749",300,541674-4                ,71-5362         ,HONEYWELL,29908,52211.41,620:28,300,(AOG)ACTUATOR-EXHAUST                                       ,1487472,62029125
73N,73N02239,5407    ,DE    ,CC    ,541674-4                ,11581           ,21    ,X,X,FAIL  ,2012-01-20,14945:09,7569,16744:41,8921,2012-02-05,15105:56,7643,16905:28,8995,组件1PACK跳开灯亮.机组,160:47,"   航后检查为右冲压空气进气门作动器故障,依据AMM21-51更换作动器,结果符合工卡要求.李林AF check and found the right ram air inlet actuator fault replaceit refer to AMM21-51 the result is normal TAG:0009149",74,541674-4                ,12900           ,重庆鹏华,11671,21978.37,160:47,74,(AOG)ACTUATOR-EXHAUST                                       ,1476012,62029248
73N,73N02239,5407    ,DE    ,CC    ,541674-4                ,12900           ,21    , , ,SWAP  ,2012-02-05,15105:56,7643,10548:34,5662,2012-02-13,15186:27,7681,10629:05,5700,,80:31,"   航后为排除本机PACK灯亮故障,将本机右冲压进气门作动器与B5409右冲压进气门作动器对串并对其测试正常(黄春盛)AF for troubleshooting the PACK fault exchange the R ram air inletactuator with B5409 and test is ok",38,541674-4                ,11981           ,海口维修室,19240,35946,80:31,38,(AOG)ACTUATOR-EXHAUST                                       ,1485195,62029269
73N,73N02239,5407    ,DE    ,CC    ,541674-4                ,11944           ,21    ,X,X,FAIL  ,2010-06-17,9568:14,4808,9568:14,4808,2011-10-28,14174:11,7180,14174:11,7180,"YIH落地右组件PACK跳开灯亮,不能复位.机组",4605:57,"   请示基地根据MEL单组件放行.YIH机务见FL62030361B,航后依据AMM21-51更换右冲压空气进气门作动筒并测试正常,符合手册要求,TAG:0013682.刘文强 see FL62030361B AF refer to AMM21-51replace the ram air blet actuator test is ok.",2372,541674-4                ,42-5773         ,,45890,84409.47,, ,(AOG)ACTUATOR-EXHAUST                                       ,1380291,62030361
73N,73N01511,5246    ,DE    ,CC    ,541674-4                ,10444           ,21    ,X,X,FAIL  ,2004-05-17,00:00,0,00:00,0,2011-11-15,26913:04,12067,26913:04,12067,,26913:04,"  航后完成技术组下发工作,依据AMM21-52更换左侧冲压进气门作动筒,测试正常挂签号:1003396 姜亚雄 AF accomplish the job-form TS refer to AMM21-52replace the actuator of L/H ram door test ok TAG:1003396",12067,541674-4                ,78-7675         ,,29282,49304.52,, ,(AOG)ACTUATOR-EXHAUST                                       ,1395946,62031061
73N,73N02400,5449    ,DE    ,CC    ,541674-4                ,9680            ,21    ,X,X,FAIL  ,2011-09-08,12153:39,5847,28708:41,15011,2012-03-25,14044:38,6876,30599:40,16040,"下降过程中再现检查右PACK灯亮,机组按QRH处置.",1890:59,"   按MEL21-01-01-01放行.YIH机务见FL62031135.航后依据AMM21-51更换右冲压进气门作动筒,测试正常.see FL62031135 AF refer to AMM21-51 replace the R/H ram door actuatortest is ok TAG:JMM0001544.翁长城",1029,541674-4                ,38-4114         ,重庆鹏华,42759,71039.01,1890:59,1029,(AOG)ACTUATOR-EXHAUST                                       ,1531032,62031134
73N,73N02239,5407    ,DE    ,CC    ,541674-4                ,11949           ,21    ,X,X,FAIL  ,2010-06-17,9568:14,4808,9568:14,4808,2011-12-13,14587:33,7391,14587:33,7391,"左侧PACK 灯按压再现时亮,复位主警戒后灭(机组)",5019:19,"   航后之间区域温度控制组件1,ACT红绿灯亮,依据AMM21-51更换主冲压进气门作动筒,自检正常,并恢复飞机至正常状态(赵松) AF bite TCU1 ACT red lightcome on ,refer to AMM21-51 replace the left RAM ACT ,test normal,backthe airplane to normal condition. Tag:0000943",2583,541674-4                ,12709           ,,16132,30633.33,, ,(AOG)ACTUATOR-EXHAUST                                       ,1422683,62031716
73N,73N01273,5248    ,DE    ,CC    ,541674-4                ,11275           ,21    ,X,X,FAIL  ,2008-09-03,21067:16,10025,6812:30,3247,2012-04-29,33954:36,20292,19699:50,13514,,12887:20,"   航后依据AMM21-51更换左冲压空气进气门作动器,测试正常.恢复飞机至正常状态.挂签号:3003424.杨海亮AF refer to AMM21-51 replace the left ram air actuator test is okput the A/C to normal condition",10267,541674-4                ,9283            ,HONEYWELL,33347,53329.45,12887:20,10267,(AOG)ACTUATOR-EXHAUST                                       ,1566822,62032857
73N,73N02400,5449    ,DE    ,CC    ,541674-4                ,38-4114         ,21    ,X,X,FAIL  ,2012-03-25,14044:38,6876,53508:22,33713,2012-07-17,15058:59,7487,54522:43,34324,,1014:21,"  航后为排除本机右空调ACT故障,依据AMM21-51更换右空调ACT,测试正常.AF for troubleshooting R a/c ACT fault refer to AMM21-51 replacethe R a/c ACT test is ok.张立伟",611,541674-4                ,13152           ,重庆鹏华,18303,29873.25,1014:21,611,(AOG)ACTUATOR-EXHAUST                                       ,1649062,62034017
73N,73N02239,5407    ,DE    ,CC    ,541674-4                ,11981           ,21    ,X,X,FAIL  ,2012-02-13,15186:27,7681,14990:01,7255,2012-09-05,17279:02,8844,17082:36,8418,过站检查发现右组件灯亮(天津机务),2092:35,"     过站按MEL21-32放行(天津机务)见FLB62034921ASEE FLB62034921A航后为判断故障依据AMM21-51更换右空调冲压进气门作动器,测试正常AF refer to AMM21-51 repalce the actuator exhaust test is ok(罗治发)",1163,541674-4                ,12507           ,,18253,35037.41,, ,(AOG)ACTUATOR-EXHAUST                                       ,1708841,62034919
73N,73N01386,5272    ,DE    ,CC    ,541674-4                ,10186           ,21    ,X,X,FAIL  ,2003-11-19,00:00,0,00:00,0,2012-08-05,29648:25,14803,29648:25,14803,,29648:25,   航后为排除左组件冲压空气进气间歇性卡阻故障，更换左侧冲压进气门作动器依据AMM21-51并测试正常，挂签号：3001437。高云AF troubleshooting replace the L/H ram air inlet actuator refer toAMM21-51 test is ok TAG:3001437,14803,541674-4                ,10444           ,,23724,48011.16,, ,(AOG)ACTUATOR-EXHAUST                                       ,1672300,62035074
73N,73N01386,5272    ,DE    ,CC    ,541674-4                ,10314           ,21    ,X,X,FAIL  ,2010-11-10,24427:03,11051,24700:06,9807,2013-02-25,31543:26,16236,31816:29,14992,航后检查放行右冲压进气门全开灯不亮.肖峥AF found R RAM AIR door open inop,7116:23,  更换右侧冲压进气门作动器失效 因停场时间不足 办理保留完成M项.肖峥挂签号0207478replace R actuator the fault ise xist make DD0007822,5185,541674-4                ,14255           ,,16916,25462.13,, ,(AOG)ACTUATOR-EXHAUST                                       ,1917546,62039357
73N,73N02400,5449    ,DE    ,CC    ,541674-4                ,14378           ,21    ,X, ,NFF   ,2013-02-23,17121:54,8610,5103:10,2683,2013-02-28,17174:57,8636,5156:13,2709,SEE FLB62040286A,53:03, 航后为排除故障依据AMM21-51更换右侧ACT测试正常。姜亚雄AF refer TO AMM21-51 replace the L/H test ok,26,541674-4                ,77-7064         ,HONEYWELL,35204,64231.06,53:03,26,(AOG)ACTUATOR-EXHAUST                                       ,1921615,62040289
73N,73N02400,5449    ,DE    ,CC    ,541674-4                ,77-7064         ,21    , , ,SWAP  ,2013-02-28,17174:57,8636,45397:42,25732,2013-03-27,17447:21,8774,45670:06,25870,左组件灯亮(机组),272:24,"    航后依据AMM21-61自检ZTCI有ACT信息,依据FIM21-62 task 837测量线路结果正常,依据AMM21-51-22将左冲压进气作动器与5732飞机左冲压空气作动器对串测试正常(赵金灵)AF refer to AMM21-51-22 EXCHANGE the actuator exhaust with the 5732and test is ok",138,541674-4                ,13231           ,上海航新,13764,25608.38,272:24,138,(AOG)ACTUATOR-EXHAUST                                       ,1957054,62042353
73N,73N02400,5449    ,DE    ,CC    ,541674-4                ,10906           ,21    ,X,X,FAIL  ,2012-09-29,15790:21,7916,23812:09,11685,2013-02-23,17121:54,8610,25143:42,12379,"再现时发现左组件灯亮,复位以后灭.",1331:33,"     根据MEL21-32组件温度控制系统保留.NKG机务航后ETC自检有ACT故障信息,依据AMM21-51更换左冲压空气进气作动筒,并依据AMM21-61完成区域温度控制器测试结果正常,符合工卡要求.宋万江AF there was ACT faulture message on ZTC1 refer to AMM21-51 replacethe left ram air inlet actuator and refer to AMM21-61 ZTC1 bitetest was ok",694,541674-4                ,14378           ,武汉航达,10443,19747.23,1331:33,694,(AOG)ACTUATOR-EXHAUST                                       ,1914476,62043661
73N,73N01382,5268    ,DE    ,CC    ,541674-4                ,8860            ,21    ,X,X,FAIL  ,2003-09-29,00:00,0,00:00,0,2013-09-20,34136:14,17854,34136:14,17854,"航后检查P6-4 B4跳开关,跳出无法复位(王超)",34136:14," 航后依据FIM21-51排故,检查相关线路,发现右冲压作动器故障,依据AMM21-51更换右侧冲压门作动器,测试正常(王超)",17854,541674-4                ,12309           ,,20253,34047.56,, ,(AOG)ACTUATOR-EXHAUST                                       ,2211068,62047262
73N,73N02400,5449    ,DE    ,CC    ,541674-4                ,13231           ,21    ,X, ,WOR   ,2013-03-27,17447:21,8774,11824:29,6539,2013-09-27,19086:50,9573,13463:58,7338,见FLB62049280A,1639:29,"航后依据AMM21-51更换冲压空气门作动筒,测试正常(赵松)",799,541674-4                ,14538           ,HONEYWELL,12407,23970.11,7617:37,4145,(AOG)ACTUATOR-EXHAUST                                       ,2219924,62049284
73N,73N02400,5449    ,DE    ,CC    ,541674-4                ,13152           ,21    ,X,X,FAIL  ,2012-07-17,15058:59,7487,10350:11,5238,2013-09-28,19102:56,9581,14394:08,7332,航前检查发现ZYC有R RAM ACT信息(李伟),4043:57,"    航前依据MEL21-05放行,并完成M项(宋万江)见FLB62049287航后按AMM21-51-21安装右冲压进气作动筒,依据AMM21-51-22调节折流门操作测试正常(吴杰)航后按AMM21-51更换右RAM进气口作动筒,完成借件拆还.(吴杰)",2094,541674-4                ,18-7286         ,重庆鹏华,0,0,4043:57,2094,(AOG)ACTUATOR-EXHAUST                                       ,2220880,62049286
73N,73N02400,5449    ,DE    ,CC    ,541674-4                ,18-7286         ,21    , , ,SCH   ,2013-09-28,19102:56,9581,00:00,0,2013-09-28,19102:56,9581,00:00,0,航前检查发现ZYC有R RAM ACT信息(李伟),00:00,"    航前依据MEL21-05放行,并完成M项(宋万江)见FLB62049287航后按AMM21-51-21安装右冲压进气作动筒,依据AMM21-51-22调节折流门操作测试正常(吴杰)航后按AMM21-51更换右RAM进气口作动筒,完成借件拆还.(吴杰)",0,541674-4                ,14224           ,,12271,23911.5,, ,(AOG)ACTUATOR-EXHAUST                                       ,2220880,62049286
73N,73N02265,5409    ,DE    ,CC    ,541674-4                ,12900           ,21    ,X,X,FAIL  ,2012-02-13,14990:01,7255,10629:05,5700,2014-02-10,21883:56,10952,17523:00,9397,,6893:55,"航后依据AMM21-32更换右侧ACT,测试正常.(孙虎)",3697,541674-4                ,13252           ,海口维修室,16429,32116.1,6974:26,3735,(AOG)ACTUATOR-EXHAUST                                       ,2431961,62052845
73N,73N02265,5409    ,DE    ,CC    ,541674-4                ,15-6374         ,21    ,X,X,FAIL  ,2012-01-21,14735:10,7121,00:00,0,2013-11-10,20962:29,10477,6227:19,3356,航后ZTC1自检有ACT故障信息.赵金灵,6227:19," 航后依据AMM21-51-21-000-801更换左组件冲压空气进气作动器,测试正常.赵金灵",3356,541674-4                ,13315           ,,11246,21334.53,, ,(AOG)ACTUATOR-EXHAUST                                       ,2283553,62055759
73N,73N01386,5272    ,DE    ,CC    ,541674-4                ,10444           ,21    ,X, ,FAIL  ,2012-08-05,29648:25,14803,28033:47,12600,2013-12-26,34167:04,18252,32552:26,16049,航后检查左组件冲压活门进气口失效(王凯),4518:39,"航后依据MEL21-51更换冲压进气作动筒,测试正常(王凯)",3449,541674-4                ,13152           ,重庆鹏华,18303,29873.25,4518:39,3449,(AOG)ACTUATOR-EXHAUST                                       ,2359396,62056754
73N,73N01619,5292    ,DE    ,CC    ,541674-4                ,10648           ,21    ,X,X,FAIL  ,2004-11-29,00:00,0,00:00,0,2014-02-01,32565:36,13491,32565:36,13491,航后检查左侧冲压空气入口门关闭(岳秋波),32565:36,"航后依据AMM21-51更换作动器,测试正常(岳秋波)",13491,541674-4                ,11217           ,,19177,37842.26,, ,(AOG)ACTUATOR-EXHAUST                                       ,2418022,62058972
73N,73N01511,5246    ,DE    ,CC    ,541674-4                ,10427           ,21    ,X,X,FAIL  ,2004-05-17,00:00,0,00:00,0,2014-07-19,35707:51,18634,35707:51,18634,航后检查发现右组件冲压进气门灯不亮余伟,35707:51,  航后依据SSM21-31-24，结果线路通断正常，为隔离故障，判断为冲压作动筒间隙性故障，依据AMM21-51更换冲压作动筒，测试正常余伟,18634,541674-4                ,16865           ,,4858,7007.17,, ,(AOG)ACTUATOR-EXHAUST                                       ,2697283,62063357
73N,73N02400,5449    ,DE    ,CC    ,541674-4                ,14224           ,21    ,X,X,FAIL  ,2013-09-28,19102:56,9581,8853:20,4578,2015-05-10,24768:00,12614,14518:24,7611,航后检查发现右侧冲压进气门挡板不在伸出位AF check and found the RF ram air inlet door is not extend吴美川,5665:04,   航后依据工卡AMM21-51-21-400-801更换冲压空气进气作动筒，测试正常AF refer  to task AMM21-51-21-400-801 replace ram air inlet actuatorthe test is ok吴美川,3033,541674-4                ,15785           ,HONEYWELL,10987,21795.52,5665:04,3033,(AOG)ACTUATOR-EXHAUST                                       ,3222760,62064732
73N,73N02380,5732    ,DE    ,CC    ,541674-4                ,68-7601         ,21    ,X,X,FAIL  ,2010-10-28,8918:22,4285,7809:52,4671,2014-08-22,20838:45,10665,19730:15,11051,见FLB62066800A厉海松,11920:23, 航后依据AMM21-51做27C测试有AC7信息，依据AMM21-51更换左侧ACT，测试正常厉海松,6380,541674-4                ,15561           ,武汉航达,11402,22833.03,11920:23,6380,(AOG)ACTUATOR-EXHAUST                                       ,2761405,62066800
73N,73N01291,5249    ,DE    ,CC    ,541674-4                ,13314           ,21    ,X,X,FAIL  ,2010-12-28,28911:25,16055,4644:41,2434,2015-03-05,42569:35,27646,18302:51,14025,过站检查发现右空调组件进气门在关闭位(机务),13658:10,"  过站依据MEL25-02放行(机务)见FL62076889A航后依据AMM21-51更换右空调冲压进气活门作动器,测试正常(刘景)",11591,541674-4                ,16127           ,HONEYWELL,12060,18120.42,13658:10,11591,(AOG)ACTUATOR-EXHAUST                                       ,3112064,62076889
73N,73N01511,5246    ,DE    ,CC    ,541674-4                ,78-7675         ,21    ,X,X,FAIL  ,2011-11-15,26913:04,12067,37961:28,21196,2014-12-10,36818:44,19425,47867:08,28554,,9905:40,"   航后依据AMM21-51更换左侧冲压门作动器,测试正常,关闭DD201428659.李宝岩AF refer to AMM21-51 replace the L pack ram air door actuator,andclose DD201428659挂签号4056464",7358,541674-4                ,15936           ,重庆鹏华,4201,6124.21,9905:40,7358,(AOG)ACTUATOR-EXHAUST                                       ,2955860,62093083
73N,73N01382,5268    ,DE    ,CC    ,541674-4                ,11981           ,21    ,X,X,FAIL  ,2012-11-05,31231:34,15648,17082:36,8418,2015-08-08,39973:33,21840,25824:35,14610,左侧RAM AIR DOOR在关闭位,8741:59,"      依据MEL21-05放行,并完成M项将O项告知机组ref to MEL21-05 dispatchKMG机务FL62098889航后更换左侧RAM AIR DOOR作动器正常,完成MCO-2015-08-08-99AF replace new part test ok and accomplish MCO杨润泽",6192,541674-4                ,108-7714        ,重庆鹏华,40949,69920.03,8741:59,6192,(AOG)ACTUATOR-EXHAUST                                       ,3382593,62098889
73N,73N02265,5409    ,DE    ,CC    ,541674-4                ,13315           ,21    ,X,X,FAIL  ,2013-11-10,20962:29,10477,14080:58,7463,2015-10-24,27745:58,14011,20864:27,10997,双发启动后左组件灯亮，无法复位地面使用APU引气时左侧 余伟,6783:29,  航后依据AMM21-20完成ETC测试，有ACT的信息，完成更换左组件冲压进气门作动器，测试正常 AF refer to AMM21-20 test ETC replaced the left packdoor actor test ok 余伟,3534,541674-4                ,15263           ,海口维修室,8001,15487.42,6783:29,3534,(AOG)ACTUATOR-EXHAUST                                       ,3532983,62101501
73N,73N01829,5810    ,DE    ,CC    ,541674-4                ,108-7751        ,21    ,X,X,FAIL  ,2015-06-06,28260:38,16536,39833:12,26346,2016-04-17,31306:48,18740,42879:22,28550,过站检查有冲压进气活门在开位孙虎,3046:10,       过站依据MEL21-05完成M项，将活门锁至全开位TR refer to MEL21-05 accomplished M item孙虎见FLB62117319B航后依据AMM21-51更换右空调组件冲压进气门作动器，测试正常AF refer to AMM21-51 replace the right air pack ran door outuwtertest ok王瑞槐,2204,541674-4                ,49-4453         ,海口维修室,48920,102340.53,3046:10,2204,(AOG)ACTUATOR-EXHAUST                                       ,3955408,62117319
73N,73N02239,5407    ,DE    ,CC    ,541674-4                ,12507           ,21    ,X, ,WOR   ,2012-09-05,17279:02,8844,14285:29,7528,2016-05-26,30196:03,15473,27202:30,14157,,12917:01," 航后完成DD201613731 更换右组件冲压进气作动器,结果正常关闭DD201613731(王瑞槐)",6629,541674-4                ,13554           ,海口维修室,16086,31199.33,12917:01,6629,(AOG)ACTUATOR-EXHAUST                                       ,4049765,62118183
73N,73N01291,5249    ,DE    ,CC    ,541674-4                ,10946           ,21    ,X,X,FAIL  ,2010-09-30,28003:47,15361,16812:02,8840,2016-05-22,46742:09,30676,35550:24,24155,见FLB62123598B(孔祥龙),18738:22," 航后依据AMM21-51更换左侧冲压作动器,测试正常(孔祥龙)AF REFER RAM AIR ACCUATOR REFER TO AMM21-51 TEST IT OK",15315,541674-4                ,16633           ,重庆鹏华,8766,17907.31,18738:22,15315,(AOG)ACTUATOR-EXHAUST                                       ,4041930,62121651
