机型,制造序列号,机号,参考类型,指令类型,件号,序号,章节号,非计划,故障确认,拆换原因,安装日期,部件装上飞行小时数,部件装上飞行循环数,部件装上使用小时数,部件装上使用循环数,拆换日期,部件拆下飞行小时数,部件拆下飞行循环数,部件拆下使用小时数,部件拆下使用循环数,故障描述,部件本次装机使用小时,故障处理,部件本次装机使用循环,装上件号,装上序号,最近送修公司,CY TSN,FH TSN,送修至拆下时间/FH,送修至拆下时间/CY,件号描述,DEF#,TLB号
73N,73N00548,5083    ,DE    ,CC    ,398908-5                ,24818           ,21    ,X,X,FAIL  ,2018-08-04,54781:20,32736,7872:29,3995,2018-09-18,55107:13,32899,8198:22,4158,再现时PACK灯亮。复位时灭   机组,325:53,  按MEL21-32放行无M项，有O项告知机组   WUA机务FL11543865A航后依据AMM21-51-10更换右组件温度控制活门，测试正常 张路AF refer to AMM21-51-10 repalced right pack TCV test it ok,163,398908-5                ,30041           ,霍尼韦尔,408,810.23,325:53,163,(AOG)VALVE                                                  ,6600710,11543864
73N,73N06501,1489    ,DE    ,CC    ,398908-5                ,8204            ,21    ,X,X,FAIL  ,2018-05-31,2494:05,1298,38186:25,19440,2018-10-30,3755:21,1979,39447:41,20121,,1261:16,    航后依据AMM21-61-00-740 完成PFTC自检，结果无故障信息，依据AMM21-61-21更换前舱配平活门。测试无渗漏，AF refer to AMM21-61-00-740 bite the pftc no fault refer toAMM21-61-21 replaced forward passenger vavle test no leakage air尚超,681,398908-3                ,4496            ,海口维修室,32421,50878.57,1261:16,681,(AOG)VALVE                                                  ,6743786,11549747
73N,73N06688,1347    ,DE    ,CC    ,398908-5                ,30903           ,21    ,X,X,FAIL  ,2017-11-14,00:00,0,00:00,0,2018-11-17,2926:44,1485,2926:44,1485,机组反映下降时再现左组件灯亮。   尹菁,2926:44," 航后依据AMM21-51-10更换温控活门（TCV）测试正常。    尹菁AF REF AMM21-51-10 REPLACE THE TCV,TEST OK.",1485,398908-5                ,13982           ,,12513,23586.36,, ,(AOG)VALVE                                                  ,6805466,11552812
73N,73N06371,7379    ,DE    ,CC    ,398908-5                ,22429           ,21    ,X,X,FAIL  ,2018-05-10,3073:03,1681,8892:56,4371,2018-09-16,4199:52,2238,10019:45,4928,"乌鲁木齐开好车后,左PACK灯亮,复位后仍亮,经机务排故,灯灭.机组",1126:49,"   航后之间PFTO依据AMM21-61-00无信息.更换左组件TCV,依据AMM21-51-10,测试正常.栾志灵AF REFER TO AMM21-61-00 BITE FOR PFTC WITHOUT FAILT REFER TOAMM21-51-10 REPLACE TCV TO L PACK TEST IT OK",557,398908-5                ,26186           ,海口维修室,3417,6397.48,1126:49,557,(AOG)VALVE                                                  ,6590874,11576396
73N,73N05577,6066    ,DE    ,CC    ,398908-5                ,24924           ,21    ,X,X,FAIL  ,2015-09-02,00:00,0,00:00,0,2018-11-20,8916:02,4600,8916:02,4600,前舱区域温度灯亮，ZTC2自检有配平空气活门的信息，机组,8916:02,       过站依据MEL21-36-01B放行 将配平空气电门放 保持在OFF位 标牌 并与机组交接O项   雷奇鑫TR REF MEL21-36-01B DISPATCH PASTE KEEP OFF POSITION PLACARD BESIDETHE TRIM AIR SWITCH AND TELL CREW THE O ITEMFLB11599796A 航后依据AMM21-61-21 更换前舱区域配平空气活门 因无法通电未做测试 挂签号:0017747 恢复M项  于新亮 李源AF REFER TO AMM21-61-21 REPLACE THE ZONETRION AIR MODULATING VALVEDON'T DO TEST BECAUSE NO POWER TAG:0017747 FINISH M ITEM,4600,398908-3                ,4502            ,,29600,54102.5,, ,(AOG)VALVE                                                  ,6828898,11599792
73N,73N00731,2652    ,DE    ,CC    ,398908-5                ,17158           ,21    ,X,X,FAIL  ,2016-06-07,50082:17,26420,10430:35,5273,2018-10-27,56770:26,30142,17118:44,8995,,6688:09,   航后依据AMM21-61-21 更换后客舱配平活门 测试正常 挂签号:0018962AF REFER AMM21-61-21 REPLACE A/C PASSENGER COMPARTMENT TRIM VALVETEST IT OK TAG:0018962郝秋东,3722,398908-3                ,16554           ,海口维修室,10737,21390.27,, ,(AOG)VALVE                                                  ,6734265,11602257
73N,73N05436,1502    ,DE    ,CC    ,398908-5                ,22061           ,21    ,X,X,FAIL  ,2016-08-13,3481:18,1793,6254:21,3108,2018-10-25,10132:40,5361,12905:43,6676,"再现时,前舱区域温度灯亮.杨健成Recall the FWD tome temp light is on.",6651:22,"  航后根据AMM21-61-21更换前舱配平活门,测试正常.杨健成AF refer the AMM21-61-21 repair the fuel zone trin air modmlatingvalve,tets ok.",3568,398908-3                ,8025            ,海口维修室,20910,40449.04,, ,(AOG)VALVE                                                  ,6725900,11607862
73N,73N06894,1103    ,DE    ,CC    ,398908-5                ,32105           ,21    ,X,X,FAIL  ,2018-03-30,00:00,0,00:00,0,2018-12-15,1956:39,1191,1956:39,1191,驾驶舱温度高 飞行一个半消失后温度下降2个消失 再现检查时区域温度灯亮    机组COCKPOT TEM GOING HIGH ON GROUND AND AFTER ONE HOUR HALF FLGIHT WHENDOING RECALL CEHKC THE CONT CAB ZONE TEMPERURE LIGHT ON,1956:39,   航后依据AMM21-61-21更换区域驾驶舱配平活门 测试正常 无渗漏并完成PFTC自检正常     靖徐成AF REF TO AMM21-61-21 REPQCED ZONE TRIM CAR MOIDATING VALVETEST IS OK NO LEKAGE AND ACCOMEIHD PFTC BITE RESULT IS NORMAL,1191,398908-5                ,22061           ,,6986,13508.29,, ,(AOG)VALVE                                                  ,6906477,11613447
73N,73N05132,1733    ,DE    ,CC    ,398908-5                ,18058           ,21    ,X,X,FAIL  ,2016-12-05,6555:09,3295,11885:23,6047,2019-01-28,12795:22,6510,18125:36,9262,"机组反映再现时前后舱区域温度灯亮.叶向前THE  crew report when recall ,the FWD and AFT zone light on.",6240:13,"  航后依据AMM21-61-21更换前舱配平活门,检查无渗漏,测试无故障信息.叶向前AF refer to AMM21-61-21 replace the FWD trim air valve ,check noleak ,test no fault message.",3215,398908-5                ,26192           ,海口维修室,4169,7898.53,6240:13,3215,(AOG)VALVE                                                  ,7060557,11614985
73N,73N05132,1733    ,DE    ,CC    ,398908-5                ,10579           ,21    ,X,X,FAIL  ,2016-05-29,5001:28,2511,26176:36,13725,2019-01-29,12804:39,6516,33979:47,17730,FROM FLB 11614985,7803:11,"    航后依据AMM21-61-21更换后舱配平活门,检查无渗漏,自检ZTC无故障信息,空调组件工作正常.AF refer to AMM21-61-21 replace aftcabin trim valve check no leak,BITE ZTC no fault message test air cindition pack work mormally.房轶智",4005,398908-5                ,30651           ,海口维修室,2102,3583.39,, ,(AOG)VALVE                                                  ,7064043,11614988
73N,73N03344,5520    ,DE    ,CC    ,398908-5                ,21072           ,21    ,X,X,FAIL  ,2016-06-01,18896:28,9809,4388:42,2249,2019-02-21,26665:23,13780,12157:37,6220,FLB11615196B,7768:55,"    航后依据AMM21-61-21更换后舱配平活门,测试无渗漏,清洁后舱温度传感器做ZTC自检无故障信息.叶向前AF refer to AMM21-61-21 replaced the AFT cabin zone trim valve ,testno leak,clean the AFT cabin temperatiare sensor,do the ZTC bite,no message.",3971,398908-3                ,11600           ,霍尼韦尔,16000,30575.5,7768:55,3971,(AOG)VALVE                                                  ,7148408,11615198
73N,73N05452,1503    ,DE    ,CC    ,398908-5                ,23445           ,21    , , ,SWAP  ,2016-10-20,4187:25,1986,4629:52,2449,2019-02-16,11134:22,5705,11576:49,6168,,6946:57,"   FROM:11617917B航后依据AMM21-61-21将驾驶舱配平活门与后客舱配平对串,测试正常AF REF TO AMM21-61-21 EXCHANGE FLIGHT  TAV AND AFTER CABIN TAVTEST OK    连建卫",3719,398908-5                ,27237           ,海口维修室,3937,7397.1,6946:57,3719,(AOG)VALVE                                                  ,7128151,11617918
73N,73N06462,7400    ,DE    ,CC    ,398908-5                ,29745           ,21    ,X,X,FAIL  ,2017-06-20,00:00,0,00:00,0,2018-12-18,4366:39,2416,4366:39,2416,空中再现右组件灯亮。THE PACK LIGHT ON AT AIR.         李威威,4366:39,"   航后依据AMM21-61-21更换前舱配平活门依据AMM21-61-15更换温控面板，测试正常。AF REFER TO AMM21-61-21 REPLACE FWD ZTAV, AND REFER TO AMM21-61-15REPLACE TEMPERATURE CONTREL. MODULE. TEST OK.         李威威",2416,398908-5                ,23502           ,,5516,10695.1,, ,(AOG)VALVE                                                  ,6922550,11628718
73N,73N05268,1786    ,DE    ,CC    ,398908-5                ,3076            ,21    ,X,X,FAIL  ,2016-08-05,4446:52,2361,45378:35,23505,2019-02-07,11669:52,6428,52601:35,27572,再现左 PACK 灯亮 复位主警戒PACK 灯灭.  机组,7223:00,    过站按MEL21-32放行飞机.  胡贤TR refer MEL21-32 dispatch airplaneFLB11631643B航后依据AMM21-51-10.更换左组件.TCV测试正常.    汪浩AF refer AMM21-51-10 replaced the left pack TCV test is OK,4067,398908-5                ,30477           ,海口维修室,1529,3156.48,, ,(AOG)VALVE                                                  ,7096619,11631643
73N,73N02678,5406    ,DE    ,CC    ,398908-5                ,22429           ,21    ,X,X,FAIL  ,2018-11-19,32692:56,17024,10019:45,4928,2018-12-31,32974:00,17161,10300:49,5065,,281:04,"   航后完成MCO-2018-12-30-153,依据AMM21-51-10更换右组件TCV,测试正常无渗漏      朱明攀AF complete MCO-2018-12-30-153,replace TCV of right PACK refer toAMM21-51-10,test normal no leakage",137,398908-5                ,23177           ,海航技术,4881,10018.56,281:04,137,(AOG)VALVE                                                  ,6960052,11632762
73N,73N05442,1501    ,DE    ,CC    ,398908-5                ,25612           ,21    ,X,X,FAIL  ,2016-10-08,3525:35,1788,2973:50,1138,2018-12-22,10068:24,5386,9516:39,4736,航前启动双发后右组件灯亮有TCV信息.   石建鹏PF START THE DUCBRE ENGINE RIGHT PACK LIGHT ON HAVE TCV MESSAGE,6542:49, 航后依据 AMM21-51-10 更换右组件TCV测试工作正常.   石建鹏AF REFER TO AMM21-51-10 REPLACE THE R PACK TCV TEST IS OK,3598,398908-5                ,22437           ,霍尼韦尔,7223,12063.12,6542:49,3598,(AOG)VALVE                                                  ,6929365,11634433
73N,73N05489,6061    ,DE    ,CC    ,398908-5                ,22527           ,21    ,X,X,FAIL  ,2018-12-23,9377:01,4935,12044:49,6489,2019-01-07,9495:52,4996,12163:40,6550,"机组反映空中右组件跳开,复位后再现.Crew report LH pack LT on, reset fail.    张建国",118:51,"         航后检查组件,冲压进气正常,自检ACT作动正常,检查ACM工作正常,无损伤,旁通活门无卡滞,依据AMM21-00-05-780-801在MCDU上查看活门与电门工作一致,依据AMM21-51-10,更换TCV ZTC测试正常,检查无漏气.AF checked the pack varm air work normal,the ACT work normal checkthe ACM work normal,FLB 11636087Band checked no damage, the spare vavel no shid refer to AMM21-00-05-780-801 in MCDU test the valve and switch work normal, refer toAMM21-51-10 replaced the TCV the ZTC bite ok, checked no leak.雷根龙",61,398908-5                ,30902           ,海航技术,1570,3112.33,118:51,61,(AOG)VALVE                                                  ,6984070,11636087
73N,73N04381,5713    ,DE    ,CC    ,398908-5                ,22929           ,21    ,X,X,FAIL  ,2018-10-29,17487:10,8990,10984:04,5612,2019-02-08,18333:34,9374,11830:28,5996,驾驶舱与客舱温度调节困难，调节活门与温度控制显示不符。机组,846:24,"    航后参考AMM21-61-21更换驾驶舱配平活门，参考AMM21-61-10-100-801清洁驾驶舱和客舱温度传感器，测试正常。周永强AF REF TO AMM21-61-21 REPLACED ZONE FRIM AIR MODULATING VAVLEAND REF TO AMM21-61-10-100-801 CLEANING FLT DECK AND CABIN TEMPSENSOR ,TEST OK .",384,398908-5                ,30858           ,海口维修室,2113,3618.06,846:24,384,(AOG)VALVE                                                  ,7103503,11646429
73N,73N00548,5083    ,DE    ,CC    ,398908-5                ,30041           ,21    ,X,X,FAIL  ,2018-09-18,55107:13,32899,00:00,0,2019-01-05,55917:36,33307,810:23,408,航后自检ZTC1 有TRIM VALVE ZONE  费枭雄AF BITE ZTC1 AND THERES A TRIM VALVE ZONE MSG,810:23, 航后依据AMM21-61-21更换后舱配平活门，测试正常  费枭雄AF REFER TO AMM21-61-21 REPLACE THE AFTER TRICM VALVE ABD TEST OK,408,398908-5                ,26710           ,,3549,6601.08,, ,(AOG)VALVE                                                  ,6978771,11647285
73N,73N05489,6061    ,DE    ,CC    ,398908-5                ,23267           ,21    ,X,X,FAIL  ,2017-05-04,4415:38,2283,5563:26,2746,2018-12-23,9377:01,4935,10524:49,5398,实时监控左组件跳开  郭明杨real time monitoring jumped left air conditioning pack,4961:23, 航后依据AMM21-51-10更换温度控制活门测试正常 郭明杨AF refer to AMM21-51-10 replaced left pack TCV test ok,2652,398908-5                ,22527           ,霍尼韦尔,6550,12163.4,4961:23,2652,(AOG)VALVE                                                  ,6934223,11656813
73N,73N06462,7400    ,DE    ,CC    ,398908-5                ,29782           ,21    ,X,X,FAIL  ,2017-06-20,00:00,0,00:00,0,2019-02-15,4803:36,2642,4803:36,2642,驾舱舱zone temp灯亮      TVS机务CONT CAB ZONE TEMP LIGHT ON,4803:36,"       过站依据MEL21-21-02-01放行飞机，无M项工作      TVS机务TR refer to MEL21-21-02-01 dispatch the A/C,no M item workFLB11659696B航后自检组件流量温度控制计算机有TRIM VALVE信息，依据AMM21-61-21更换配平空气活门，测试正常，检查无渗漏     严志领AF bite pack flow temperature controller had TRIM LALVE message,refer AMM21-61-21 replace trim air modnriting valve,test normal,no leakage",2642,398908-5                ,19986           ,,3949,7279.29,, ,(AOG)VALVE                                                  ,7124061,11659696
73N,73N02433,5337    ,DE    ,CC    ,398908-5                ,17430           ,21    ,X,X,FAIL  ,2016-10-10,28578:35,14533,12845:34,6579,2019-01-16,35070:52,18069,19337:51,10115,FROM FLB11664092A,6492:17,  航后依据AMM25-61-21更换区域配平空气活门组件，测试正常。周辉AF ref to AMM25-61-21 replace the zone trim air valve modulatetest ok.,3536,398908-3                ,3376            ,海口维修室,31314,59871.54,, ,(AOG)VALVE                                                  ,7018360,11664099
73N,73N01855,5139    ,DE    ,CC    ,398908-5                ,23973           ,21    ,X,X,FAIL  ,2017-01-27,36559:59,18276,3586:58,1792,2019-01-14,42007:25,21067,9034:24,4583,双发起动正常后再现检查  ZOME TEMP 灯亮  复位主警介后灯灭  机组,5447:26,"      TR依据AMM21-61 自检两部ZTC 有FLT DECK 信息,清除信息 测试正常晏鹏飞TR REF OT AMM21-61 BITE ZTC HAS THE FLT DECK MSG DELETE THEMSG TEST IS OKFROM FLB 11665040A航后依据AMM21-61-21更换驾驶舱配平活门并测试正常   连建卫AF ACCORDING TO AMM21-61-21 REAPLCED FLT ZONE TEMP TEST OK",2791,398908-5                ,24924           ,海口维修室,4753,9220.09,5447:26,2791,(AOG)VALVE                                                  ,7011092,11665040
73N,73N05132,1733    ,DE    ,CC    ,398908-5                ,30651           ,21    ,X,X,FAIL  ,2019-01-29,12804:39,6516,3533:07,2076,2019-02-04,12855:11,6542,3583:39,2102,机组反映后舱温度不可调.  汪浩the crew report after cabin temperature can not conditional,50:32,"  航后依据AMM21-61-21更换后舱温度配平活门,测试正常.  汪浩AF refer AMM21-61-21 replace after cabin zone trim air modulatingvalve test OK",26,398908-3                ,3091            ,霍尼韦尔,34813,59910.41,50:32,26,(AOG)VALVE                                                  ,7089073,11667022
73N,73N00551,5089    ,DE    ,CC    ,398908-5                ,27237           ,21    ,X,X,FAIL  ,2016-07-07,45575:09,27414,00:00,0,2016-07-12,45608:20,27430,33:11,16,,33:11,  完成MCO-2016-07-12-136依据AMM21-61-21更换前舱配平活门测试正常 白海兵accomplished MCO-2016-07-12-136 refer to AMM21-61-21 replaced FWDcabin trim valve test it normal,16,398908-5                ,22862           ,,5388,11044.36,, ,(AOG)VALVE                                                  ,4167893,30004838
73N,73N00551,5089    ,DE    ,CC    ,398908-5                ,22853           ,21    , , ,SWAP  ,2016-05-14,45155:33,27212,3292:16,1602,2016-05-15,45164:02,27216,3300:45,1606,航后发现左组件pake灯亮AF find L pack pake light on,08:29,  航后依据AMM21-51与前舱配平活门对串测试正常AF interchange vlave test ok王文龙,4,398908-3                ,8108            ,霍尼韦尔,19109,39281.2,08:29,4,(AOG)VALVE                                                  ,4024321,30006409
73N,73N00551,5089    ,DE    ,CC    ,398908-5                ,22853           ,21    ,X,X,FAIL  ,2016-07-09,45591:39,27422,3728:22,1812,2016-07-23,45694:40,27472,3831:23,1862,航后检查发现左组件灯亮AF check there was left pack light on张勇,103:01,"    航后自检有TCV故障信息,依据AMM21-51-10更换TCV测试故障信息清除,组件工作正常AF test it there was TCV fault message replace the TCV and test ok张勇TAG 0007604",50,398908-5                ,22011           ,霍尼韦尔,5066,10238.39,539:07,260,(AOG)VALVE                                                  ,4192711,30006576
73N,73N05558,6016    ,DE    ,CC    ,398908-5                ,24853           ,21    , , ,SWAP  ,2015-08-31,00:00,0,00:00,0,2015-12-20,1041:21,529,1041:21,529,,1041:21,"  为判断B5449空调故障,与本机对串温度控制活门,测试正常(颜培龙)AF DUE TO SHOOTING THE A/CFANLT OF B5449 EXCHANGE THE TCU WITH B6016TEST OK",529,398908-3                ,4568            ,,30860,49444.33,, ,(AOG)VALVE                                                  ,3657991,62083929
73N,73N05558,6016    ,DE    ,CC    ,398908-5                ,21072           ,21    ,X,X,FAIL  ,2015-12-21,1052:27,534,3763:24,1915,2015-12-21,1052:27,534,3763:24,1915,,00:00,"    依据AMM21-51完成MCO-2015-12-21-33更换右组件TCV,新件测试不通过,将旧件装回.测试正常.姚迟.refer to AMM21-51 accomplish MCO-2015-12-21-33 replace TCV,the newTCV test fault,installed the old TCV,test ok挂签号0001182",0,398908-3                ,4568            ,HONEYWELL,30860,49444.33,00:00,0,(AOG)VALVE                                                  ,3661745,62083931
73N,73N02400,5449    ,DE    ,CC    ,398908-5                ,22729           ,21    ,X,X,FAIL  ,2016-05-20,28300:07,14369,4330:48,2249,2016-05-23,28324:41,14385,4355:22,2265,,24:34,"航后依据AMM21-51-10更换左组件TCV,测试正常(周喜龙)",16,398908-3                ,10583           ,霍尼韦尔,17571,34336.33,24:34,16,(AOG)VALVE                                                  ,4042179,62118308
73N,73N05710,7167    ,DE    ,CC    ,398908-5                ,25615           ,21    ,X,X,FAIL  ,2015-12-08,00:00,0,00:00,0,2016-06-01,1787:30,727,1787:30,727,见FLB62121533BSEE FLB62121533B范飞,1787:30,  航后更换有左键UV依据AMM21-61测试正常并完成左右组件热交换器氮气吹除挂签号：8FA0032878范飞,727,398908-3                ,2358            ,,31965,61707.41,, ,(AOG)VALVE                                                  ,4064126,62121536
73N,73N05483,6015    ,DE    ,CC    ,398908-5                ,18241           ,21    , , ,SWAP  ,2016-06-05,3268:47,1646,10304:01,5057,2016-06-05,3268:47,1646,10304:01,5057,空调监控组件TCV不能关闭(高国华),00:00,"航后依据AMM21-61-21对串左组件,TCV和TAMC,测试正常(高国华)",0,398908-5                ,22688           ,海口维修室,6369,12615.23,, ,(AOG)VALVE                                                  ,4074843,62125585
73N,73N05483,6015    ,DE    ,CC    ,398908-5                ,22688           ,21    , , ,SWAP  ,2016-05-27,3174:59,1592,4471:01,2231,2016-06-05,3268:47,1646,4564:49,2285,空调监控组件TCV不能关闭(高国华),93:48,"航后依据AMM21-61-21对串左组件,TCV和TAMC,测试正常(高国华)",54,398908-5                ,18241           ,HONEYWELL,9208,18518.46,882:52,466,(AOG)VALVE                                                  ,4074843,62125585
73N,73N05483,6015    ,DE    ,CC    ,398908-5                ,22688           ,21    ,X,X,FAIL  ,2016-06-05,3268:47,1646,4564:49,2285,2016-06-09,3300:38,1664,4596:40,2303,,31:51,  航后完成DD201614954依据AMM21-16更换配平空气活门并测试正常AF complete DD201614954 basis AMM21-16 replacement air balancingvalve and test normal  刘宇辉,18,398908-5                ,4354            ,HONEYWELL,32176,51557.02,914:43,484,(AOG)VALVE                                                  ,4082972,62125600
73N,73N02239,5407    ,DE    ,CC    ,398908-5                ,5012            ,21    ,X,X,FAIL  ,2016-06-07,30320:51,15533,00:00,0,2016-06-08,30332:42,15539,11:51,6,左组件温度偏高(余伟),11:51,航后依据AMM21-21更换左组件TCV测试正常(余伟),6,398908-5                ,21079           ,,7608,15288.14,, ,(AOG)VALVE                                                  ,4081527,62125662
73N,73N05359,1798    ,DE    ,CC    ,398908-5                ,24289           ,21    ,X,X,FAIL  ,2016-06-14,3250:21,1753,2842:21,1483,2016-08-10,3858:07,2066,3450:07,1796,航后ZTC自检后舱配平活门信息AFZTC self-checking aft balancing valve information苏可以,607:46,   航后依据AMM21-61-21-000-801更换后客舱配平活门测试正常AF basis AMM21-61-21-61-801 balancing valve test normal cabin afterreplacement苏可以,313,398908-5                ,6502            ,武汉航达,26966,53493.57,, ,(AOG)VALVE                                                  ,4238360,62126318
73N,73N05710,7167    ,DE    ,CC    ,398908-5                ,25612           ,21    ,X,X,FAIL  ,2015-12-08,00:00,0,00:00,0,2016-09-12,2973:50,1138,2973:50,1138,"机舱温度调节器难于控制温度尤其驾驶舱(机组)Engine room temperature controller is difficultto control temperature, especially in the cockpit",2973:50," 航后依据AMM21-61更换驾驶舱配平活门,测试正常挂签 5006370(常乐)AF REFER TO AMM21-61 REPLACED THE FENE AIR MODULATING OK TAG 5006370",1138,398908-5                ,19985           ,,8950,18771.16,, ,(AOG)VALVE                                                  ,4323970,62140911
73N,73N05359,1798    ,DE    ,CC    ,398908-5                ,20633           ,21    ,X,X,FAIL  ,2016-10-30,4708:30,2499,8159:10,4060,2016-11-29,5034:24,2655,8485:04,4216,过站反映驾驶舱温度低nTRoubleshootingSAID FIGHT CHECK TEMP LOW肖俊,325:54,  航后依据AMM21-61更换驾驶舱空气配平活门测试正常挂签号：6015619AF REFER TO AMM21-61 RERPACED FIGHT CHECK TRIM AIR VALVE TEST OK肖俊,156,398908-5                ,24383           ,海口维修室,4641,8985.59,, ,(AOG)VALVE                                                  ,4521927,62154739
73N,73N05483,6015    ,DE    ,CC    ,398908-5                ,18241           ,21    ,X,X,FAIL  ,2016-06-05,3268:47,1646,10304:01,5057,2017-03-03,6152:13,3086,13187:27,6497,再次出现时左组件灯亮复位时REALL PACK LIGHT NECET左组件复位 机组NOCER CATCOM L PACK OFF,2883:26,"     过站时间短,按MEL21-32放行 NGB机务TR TIME SHORT RELECE REFER MEL21-32见FLB62155456B 杜亮航后依据AMM21-51更换左组件TCV后完成ZTC自检测试正常.挂签 5018597AF REFER TO AMM25-51 REPLACE THE TCV FOR LEFE PACK ZTC BIT TEST OKTAG 5018597",1440,398908-3                ,10600           ,海口维修室,15284,30278.2,, ,(AOG)VALVE                                                  ,4777376,62155455
73N,73N05569,6800    ,DE    ,CC    ,398908-5                ,24945           ,21    ,X, ,WOR   ,2015-08-27,00:00,0,00:00,0,2017-02-26,5763:11,2382,5763:11,2382,"2发启动后左侧PACK灯亮重置警告故障消失,但再现时灯亮 机组PACK LIGHT SHOW UP AFER RNGINE START WHEN IT GOES OUT BUT IT DARING",5763:11,    过站依据MEL21-22放行 CTU机务TR REFER TO MEL21-22 DISPATCH见FLB62156808A 孙晓瑞航后依据AMM21-51更换左组件TCV对串ZTC1和ZTC2测试正常 挂签号JMM6046748AF REF AMM21-51 REPLACE THE L PACK TCU ZTC1 TO ZTC2 TEST OK,2382,398908-3                ,4957            ,,33149,55667.44,, ,(AOG)VALVE                                                  ,4763178,62156807
73N,73N05359,1798    ,DE    ,CC    ,398908-5                ,24383           ,21    ,X,X,FAIL  ,2017-05-12,6524:48,3448,5677:49,2779,2017-05-12,6524:48,3448,5677:49,2779,左组件管道温度20℃组件温度38℃ 周鸿儒L/H PACK PUCT IS 20℃ PACK IS 38℃,00:00,"            航后依据AMM21-51将左组件TCV与与哦组件空气配平活门对串,对串后故障依旧AF REFER TO AMM21-51 INTECHANGE THE PACK TCV WITH  THE FOOD杨海亮见FLB62157273B 杨海亮航后依据AMM21-51更换左组件TCV测试TCV工作正常 挂签号 4010537 杨海亮AF REFER TO AMM21-51 REPLACE L PACK TCV TEST OK见FLB62157274A 杨海亮航后依据AMM21-51将1号和2哈珀ZTC对串,自检ZTC1和ZTC2均工作正常 杨海亮AF REFER TO AMM21-51 ZTC1 AND ZTC2 ZTC1 AND ZTC2 TEST OK见FLB62157274B 岳秋波航后依据AMM21-61检查左组件STCV漏气,完成更换,将CONT CABIN驾驶舱管道温度传感器与后客舱管道温度传感器对串,测试正常 岳秋波AF REFER AMM21-61 CHECK LH TACK LEAK AIR IT CABIN DUCT BULD",0,398908-5                ,20862           ,海口维修室,5021,9769.33,, ,(AOG)VALVE                                                  ,4961742,62157273
73N,73N05359,1798    ,DE    ,CC    ,398908-5                ,24438           ,21    , , ,SWAP  ,2016-06-14,3250:21,1753,3228:14,1622,2017-05-12,6524:48,3448,6502:41,3317,左组件管道温度20℃组件温度38℃ 周鸿儒L/H PACK PUCT IS 20℃ PACK IS 38℃,3274:27,"            航后依据AMM21-51将左组件TCV与与哦组件空气配平活门对串,对串后故障依旧AF REFER TO AMM21-51 INTECHANGE THE PACK TCV WITH  THE FOOD杨海亮见FLB62157273B 杨海亮航后依据AMM21-51更换左组件TCV测试TCV工作正常 挂签号 4010537 杨海亮AF REFER TO AMM21-51 REPLACE L PACK TCV TEST OK见FLB62157274A 杨海亮航后依据AMM21-51将1号和2哈珀ZTC对串,自检ZTC1和ZTC2均工作正常 杨海亮AF REFER TO AMM21-51 ZTC1 AND ZTC2 ZTC1 AND ZTC2 TEST OK见FLB62157274B 岳秋波航后依据AMM21-61检查左组件STCV漏气,完成更换,将CONT CABIN驾驶舱管道温度传感器与后客舱管道温度传感器对串,测试正常 岳秋波AF REFER AMM21-61 CHECK LH TACK LEAK AIR IT CABIN DUCT BULD",1695,398908-5                ,24383           ,武汉航达,4641,8985.59,, ,(AOG)VALVE                                                  ,4961742,62157273
73N,73N06027,7990    ,DE    ,CC    ,398908-5                ,27404           ,21    ,X,X,FAIL  ,2016-07-28,00:00,0,00:00,0,2017-04-19,2588:34,1265,2588:34,1265,航后检查发现驾驶舱管道温度偏高 余伟AF CHECK FIND THAT FLIGHT DUCK IS LIGHT,2588:34,"  航后依据AMM21-61更换驾驶舱区域配平空气活门,测试正常.挂签号 4010548AF ACCOMPLSIEHD AMM21-61 FLIGHT AND TEST OK余伟",1265,398908-5                ,9466            ,,18701,36648.06,, ,(AOG)VALVE                                                  ,4901277,62169536
73N,73N06128,7991    ,DE    ,CC    ,398908-5                ,27913           ,21    ,X,X,FAIL  ,2016-10-08,00:00,0,00:00,0,2017-07-01,2543:44,1229,2543:44,1229,航后自检右组件PFTC有21-51266和21-51267故障信息AF The right component PFTC has 21-51266 and 21-51267 fault informatiinformation黄志伟,2543:44,"   航后依据AMM21-51-10更换右组件TCV后测试正常挂签号:0002334AF REFER TO AMM21-51-10 replacing the right component TCV, the test iS OK黄志伟",1229,398908-5                ,11765           ,,16169,30765.45,, ,(AOG)VALVE                                                  ,5101513,62186045
73N,73N02380,5732    ,DE    ,CC    ,398908-5                ,24608           ,21    ,X,X,FAIL  ,2017-03-15,29848:50,15124,4364:56,2212,2017-07-20,30989:24,15680,5505:30,2768,监控右组件温度高 赖魏MONITOR R PACK LIGHT,1140:34," 航后依据AMM25-51更换右组件温度控制活门,完成相关测试,结果正常 孙晓瑞AF REFER TO AMM25-51 R PACK TCV TEST OK",556,398908-3                ,2621            ,海口维修室,34245,61022.06,, ,(AOG)VALVE                                                  ,5159647,62200803
